db,native,term_name,pvalue,significant,description,term_size,query_size,overlap,effective_domain_size,precision,recall,query,parents,term_id,fdr,intersection_genes
GO:BP,GO:0043129,surfactant homeostasis,1.0,False,"""Any process involved in the maintenance of a steady-state level of a surface-active agent that maintains the surface tension of a liquid."" [PMID:23708874, PMID:9751757]",20,10,1,21026,0.1,0.05,query_1,['GO:0140962'],GO:0043129,,
GO:BP,GO:0043149,stress fiber assembly,1.0,False,"""The aggregation, arrangement and bonding together of a set of components to form a stress fiber. A stress fiber is a contractile actin filament bundle that consists of short actin filaments with alternating polarity."" [GOC:go_curators, GOC:mah, PMID:16651381]",108,10,1,21026,0.1,0.009259259259259259,query_1,"['GO:0030038', 'GO:0031032']",GO:0043149,,
GO:BP,GO:0043153,entrainment of circadian clock by photoperiod,1.0,False,"""The synchronization of a circadian rhythm to photoperiod, the intermittent cycle of light (day) and dark (night)."" [GOC:jl]",24,10,1,21026,0.1,0.041666666666666664,query_1,"['GO:0009648', 'GO:0009649']",GO:0043153,,
GO:BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:go_curators]",414,10,2,21026,0.2,0.004830917874396135,query_1,"['GO:0006511', 'GO:0010498']",GO:0043161,,
GO:BP,GO:0043170,macromolecule metabolic process,1.0,False,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",12048,10,10,21026,1.0,0.0008300132802124834,query_1,['GO:0008152'],GO:0043170,,
GO:BP,GO:0043583,ear development,1.0,False,"""The process whose specific outcome is the progression of the ear over time, from its formation to the mature structure. The ear is the sense organ in vertebrates that is specialized for the detection of sound, and the maintenance of balance. Includes the outer ear and middle ear, which collect and transmit sound waves; and the inner ear, which contains the organs of balance and (except in fish) hearing. Also includes the pinna, the visible part of the outer ear, present in some mammals."" [GOC:jl, ISBN:0192801023]",235,10,1,21026,0.1,0.00425531914893617,query_1,['GO:0007423'],GO:0043583,,
GO:BP,GO:0043200,response to amino acid,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]",131,10,2,21026,0.2,0.015267175572519083,query_1,['GO:0001101'],GO:0043200,,
GO:BP,GO:0043207,response to external biotic stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1595,10,3,21026,0.3,0.0018808777429467085,query_1,"['GO:0009605', 'GO:0009607']",GO:0043207,,
GO:BP,GO:0043247,telomere maintenance in response to DNA damage,1.0,False,"""Any process that occur in response to the presence of critically short or damaged telomeres."" [GOC:BHF, GOC:BHF_telomere, GOC:jbu, PMID:15279784]",33,10,1,21026,0.1,0.030303030303030304,query_1,"['GO:0000723', 'GO:0006974']",GO:0043247,,
GO:BP,GO:0043254,regulation of protein-containing complex assembly,1.0,False,"""Any process that modulates the frequency, rate or extent of protein complex assembly."" [GOC:jl]",421,10,3,21026,0.3,0.007125890736342043,query_1,"['GO:0044087', 'GO:0051128', 'GO:0065003']",GO:0043254,,
GO:BP,GO:0043255,regulation of carbohydrate biosynthetic process,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of carbohydrates."" [GOC:jl]",96,10,1,21026,0.1,0.010416666666666666,query_1,"['GO:0006109', 'GO:0009889', 'GO:0016051']",GO:0043255,,
GO:BP,GO:0043269,regulation of monoatomic ion transport,1.0,False,"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",452,10,1,21026,0.1,0.0022123893805309734,query_1,"['GO:0006811', 'GO:0051049']",GO:0043269,,
GO:BP,GO:0043270,positive regulation of monoatomic ion transport,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",202,10,1,21026,0.1,0.0049504950495049506,query_1,"['GO:0006811', 'GO:0043269', 'GO:0051050']",GO:0043270,,
GO:BP,GO:0043330,response to exogenous dsRNA,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an exogenous double-stranded RNA stimulus."" [GOC:go_curators]",50,10,1,21026,0.1,0.02,query_1,['GO:0043331'],GO:0043330,,
GO:BP,GO:0043331,response to dsRNA,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a double-stranded RNA stimulus."" [GOC:jl]",58,10,1,21026,0.1,0.017241379310344827,query_1,['GO:1901698'],GO:0043331,,
GO:BP,GO:0043201,response to L-leucine,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a L-leucine stimulus."" [GOC:mlg]",16,10,1,21026,0.1,0.0625,query_1,"['GO:0043200', 'GO:1901698', 'GO:1901700']",GO:0043201,,
GO:BP,GO:0046718,symbiont entry into host cell,1.0,False,"""The process by which a symbiont breaches the plasma membrane or cell envelope and enters the host cell. The process ends when the symbiont or its genome is released into the host cell."" [GOC:jl]",139,10,1,21026,0.1,0.007194244604316547,query_1,"['GO:0019058', 'GO:0044409']",GO:0046718,,
GO:BP,GO:0043586,tongue development,1.0,False,"""The process whose specific outcome is the progression of the tongue over time, from its formation to the mature structure. The tongue is the movable, muscular organ on the floor of the mouth of most vertebrates, in many other mammals is the principal organ of taste, aids in the prehension of food, in swallowing, and in modifying the voice as in speech."" [GOC:jl, UBERON:0001723]",21,10,1,21026,0.1,0.047619047619047616,query_1,['GO:0007423'],GO:0043586,,
GO:BP,GO:0043603,amide metabolic process,1.0,False,"""The chemical reactions and pathways involving an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group, as carried out by individual cells."" [GOC:curators]",455,10,2,21026,0.2,0.004395604395604396,query_1,['GO:0008152'],GO:0043603,,
GO:BP,GO:0045005,DNA-templated DNA replication maintenance of fidelity,1.0,False,"""A DNA metabolic process that prevents or corrects errors to ensure that DNA is replicated accurately. Errors can be corrected either by intrinsic DNA polymerase proofreading activity or via mismatch repair."" [GOC:mah, GOC:vw]",59,10,1,21026,0.1,0.01694915254237288,query_1,"['GO:0006259', 'GO:0006261']",GO:0045005,,
GO:BP,GO:0045017,glycerolipid biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of glycerolipids, any lipid with a glycerol backbone."" [GOC:ai]",250,10,1,21026,0.1,0.004,query_1,"['GO:0008610', 'GO:0046486']",GO:0045017,,
GO:BP,GO:0045022,early endosome to late endosome transport,1.0,False,"""The directed movement of substances, in membrane-bounded vesicles, from the early sorting endosomes to the late sorting endosomes; transport occurs along microtubules and can be experimentally blocked with microtubule-depolymerizing drugs."" [ISBN:0815316194, PMID:29980602]",42,10,1,21026,0.1,0.023809523809523808,query_1,['GO:0098927'],GO:0045022,,
GO:BP,GO:0045058,T cell selection,1.0,False,"""The process in which T cells that express T cell receptors that are restricted by self MHC protein complexes and tolerant to self antigens are selected for further maturation."" [ISBN:0781735149, PMID:12414722]",63,10,1,21026,0.1,0.015873015873015872,query_1,"['GO:0002376', 'GO:0030217']",GO:0045058,,
GO:BP,GO:0045063,T-helper 1 cell differentiation,1.0,False,"""The process in which a relatively unspecialized T cell acquires the specialized features of a T-helper 1 (Th1) cell. A Th1 cell is a CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive and produces interferon-gamma."" [CL:0000545, GOC:ebc]",24,10,1,21026,0.1,0.041666666666666664,query_1,"['GO:0042088', 'GO:0042093']",GO:0045063,,
GO:BP,GO:0045087,innate immune response,1.0,False,"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]",984,10,2,21026,0.2,0.0020325203252032522,query_1,"['GO:0006955', 'GO:0140546']",GO:0045087,,
GO:BP,GO:0045088,regulation of innate immune response,1.0,False,"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]",449,10,1,21026,0.1,0.0022271714922048997,query_1,"['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']",GO:0045088,,
GO:BP,GO:0045089,positive regulation of innate immune response,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]",374,10,1,21026,0.1,0.00267379679144385,query_1,"['GO:0002833', 'GO:0031349', 'GO:0032103', 'GO:0045087', 'GO:0045088', 'GO:0050778']",GO:0045089,,
GO:BP,GO:0045124,regulation of bone resorption,1.0,False,"""Any process that modulates the frequency, rate or extent of bone tissue loss (resorption)."" [GOC:ai]",44,10,1,21026,0.1,0.022727272727272728,query_1,"['GO:0045453', 'GO:0046850']",GO:0045124,,
GO:BP,GO:0045132,meiotic chromosome segregation,1.0,False,"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets during M phase of the meiotic cell cycle."" [GOC:ai, GOC:mah]",96,10,1,21026,0.1,0.010416666666666666,query_1,"['GO:0098813', 'GO:0140013', 'GO:1903046']",GO:0045132,,
GO:BP,GO:0045137,development of primary sexual characteristics,1.0,False,"""The process whose specific outcome is the progression of the primary sexual characteristics over time, from their formation to the mature structures. The primary sexual characteristics are the testes in males and the ovaries in females and they develop in response to sex hormone secretion."" [GOC:ai]",243,10,1,21026,0.1,0.00411522633744856,query_1,"['GO:0003006', 'GO:0007275', 'GO:0007548']",GO:0045137,,
GO:BP,GO:0045165,cell fate commitment,1.0,False,"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]",297,10,2,21026,0.2,0.006734006734006734,query_1,"['GO:0030154', 'GO:0048869']",GO:0045165,,
GO:BP,GO:0045184,establishment of protein localization,1.0,False,"""The directed movement of a protein to a specific location."" [GOC:bf]",1937,10,3,21026,0.3,0.0015487867836861124,query_1,"['GO:0008104', 'GO:0051234']",GO:0045184,,
GO:BP,GO:0045185,maintenance of protein location,1.0,False,"""Any process in which a protein is maintained in a location and prevented from moving elsewhere. These include sequestration, stabilization to prevent transport elsewhere and the active retrieval of proteins that do move away."" [GOC:bf]",65,10,1,21026,0.1,0.015384615384615385,query_1,"['GO:0008104', 'GO:0051235']",GO:0045185,,
GO:BP,GO:0045216,cell-cell junction organization,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",215,10,1,21026,0.1,0.004651162790697674,query_1,['GO:0034330'],GO:0045216,,
GO:BP,GO:0045321,leukocyte activation,1.0,False,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]",980,10,3,21026,0.3,0.003061224489795918,query_1,"['GO:0001775', 'GO:0002376']",GO:0045321,,
GO:BP,GO:0045428,regulation of nitric oxide biosynthetic process,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of nitric oxide."" [GOC:go_curators]",58,10,1,21026,0.1,0.017241379310344827,query_1,"['GO:0006809', 'GO:0009889', 'GO:0080164']",GO:0045428,,
GO:BP,GO:0044818,mitotic G2/M transition checkpoint,1.0,False,"""A cell cycle checkpoint that detects and negatively regulates progression from G2 to M phase as part of a mitotic cell cycle."" [GOC:mtg_cell_cycle]",55,10,1,21026,0.1,0.01818181818181818,query_1,"['GO:0007093', 'GO:0010972']",GO:0044818,,
GO:BP,GO:0044782,cilium organization,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]",431,10,1,21026,0.1,0.002320185614849188,query_1,"['GO:0006996', 'GO:0120036']",GO:0044782,,
GO:BP,GO:0044706,multi-multicellular organism process,1.0,False,"""A multicellular organism process which involves another multicellular organism of the same or different species."" [GOC:jl]",214,10,2,21026,0.2,0.009345794392523364,query_1,['GO:0032501'],GO:0044706,,
GO:BP,GO:0044703,multi-organism reproductive process,1.0,False,"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]",205,10,2,21026,0.2,0.00975609756097561,query_1,['GO:0022414'],GO:0044703,,
GO:BP,GO:0043632,modification-dependent macromolecule catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]",643,10,3,21026,0.3,0.004665629860031105,query_1,['GO:0009057'],GO:0043632,,
GO:BP,GO:0043687,post-translational protein modification,1.0,False,"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]",1027,10,4,21026,0.4,0.0038948393378773127,query_1,['GO:0036211'],GO:0043687,,
